AnnexID,Date Order,City,County,Annexation Type,Ordinance Date,Effective Date,Report Date,Authorization Number,Authorization Type,Acreage,Comments,Attachments,OrdDate,EffDate,RepDate,AuthNumber,Acr,Com
1,1,Tyrone,Fayette,-,"11-20-1991	","-	","11-26-1991	","221	",Ordinance,"5	","-	",-,11/20/1991,-,11/26/1991,221,5,-
2,2,LaGrange,Troup,,"11-22-1991	","-	","11-26-1991	","-	",Ordinance,"151.6	","	",,11/22/1991,,11/26/1991,,151.6,
3,3,LaGrange,Troup,,"11-12-1991	","-	","11-26-1991	","-	",Ordinance,"18.821	","	",,11/12/1991,,11/26/1991,,18.821,
4,4,LaGrange,Troup,,"11-12-1991	","-	","11-26-1991	","-	",Ordinance,"171.005	","	",,11/12/1991,,11/26/1991,,171.005,
5,5,Baxley,Appling,,"11-12-1991	","-	","11-19-1991	","91-011	",Ordinance,"1.012	","	",,11/12/1991,,11/19/1991,91-011,1.012,
6,6,Forest Park,Clayton,,"11-19-1991	","-	","12-05-1991	","91-018	",Ordinance,"3.486	","Falcon Drive Kings Motor Inn	",,11/19/1991,,12/5/1991,91-018,3.486,Falcon Drive Kings Motor Inn
7,7,Kingsland,Camden,Annex,"11-25-1991	","-	","12-12-1991	","1991-9	",Ordinance,"5	","Mormon Church	",,11/25/1991,,12/12/1991,1991-9,5,Mormon Church
8,8,Kingsland,Camden,,"11-25-1991	","-	","12-12-1991	","1991-9	",Ordinance,"0.12	","This is a sewer easement for the Church of Jesus Christ of ì Latter Day Saints.	",,11/25/1991,,12/12/1991,1991-9,0.12,This is a sewer easement for the Church of Jesus Christ of ì Latter Day Saints.
9,9,Forest Park,Camden,Annex,"11-25-1991	","-	","12-12-1991	","-	",Ordinance,"75	","Site for new High School.	",,11/25/1991,,12/12/1991,,75,Site for new High School.
10,10,Shady Dale,Jasper,Annex,"01-14-1988	","-	","12-09-1991	","-	",Ordinance,"120	","Visscher Tract	",,1/14/1988,,12/9/1991,,120,Visscher Tract
11,11,Cartersville,Bartow,,"11-14-1991	","-	","11-22-1991	","42-91	",Ordinance,"0.501	","43 Benham Circle Strickland Hgts. Sub	",,11/14/1991,,11/22/1991,42-91,0.501,43 Benham Circle Strickland Hgts. Sub
12,12,Smyrna,Cobb,,"11-04-1991	","-	","11-18-1991	","-	",Ordinance,"33	","911 Wells Circle	",,11/4/1991,,11/18/1991,,33,911 Wells Circle
13,13,Tyrone,Fayette,,"11-11-1991	","-	","11-18-1991	","220	",Ordinance,"-	","	",,11/11/1991,,11/18/1991,220,,
14,14,Chickamauga,Walker,,"09-03-1991	","-	","11-22-1991	","-	",Ordinance,"1.19	","	",,9/3/1991,,11/22/1991,,1.19,
15,15,Chickamauga,Walker,,"09-03-1991	","-	","11-22-1991	","-	",Ordinance,"16.3	","	",,9/3/1991,,11/22/1991,,16.3,
16,16,Buford,Gwinnett,,"05-02-1988	","-	","10-17-1991	","74-A	",Ordinance,"0.244	","	",,5/2/1988,,10/17/1991,74-A,0.244,
17,17,Buford,Gwinnett,,"05-02-1988	","-	","10-17-1991	","74-B	",Ordinance,"-	","	",,5/2/1988,,10/17/1991,74-B,,
18,18,Buford,Gwinnett,,"05-02-1988	","-	","10-17-1991	","74-C	",Ordinance,"2.05	","	",,5/2/1988,,10/17/1991,74-C,2.05,
19,19,Buford,Gwinnett,,"05-02-1988	","-	","10-17-1991	","74-D	",Ordinance,"2.04	","	",,5/2/1988,,10/17/1991,74-D,2.04,
20,20,Buford,Gwinnett,,"05-02-1988	","-	","10-17-1991	","-	",Ordinance,"1.28	","	",,5/2/1988,,10/17/1991,,1.28,
21,21,Buford,Gwinnett,,"05-02-1988	","-	","10-17-1991	","74-F	",Ordinance,"2.05	","	",,5/2/1988,,10/17/1991,74-F,2.05,
22,22,Baxley,Appling,,"08-29-1991	","-	","10-23-1991	","91-08	",Ordinance,"12.5	","	",,8/29/1991,,10/23/1991,91-08,12.5,
23,23,Commerce,Jackson,,"10-14-1991	","-	","10-18-1991	","-	",Ordinance,"-	","	",,10/14/1991,,10/18/1991,,,
24,24,Hampton,Henry,,"02-09-1988	","-	","10-09-1991	","-	",Ordinance,"4.11	","	",,2/9/1988,,10/9/1991,,4.11,
25,25,Nicholson,Jackson,,"10-07-1991	","-	","10-29-1991	","-	",Ordinance,"6.39	","	",,10/7/1991,,10/29/1991,,6.39,
26,26,Americus,Sumter,,"09-23-1991	","-	","10-21-1991	","-	",Ordinance,"0.55	","	",,9/23/1991,,10/21/1991,,0.55,
27,27,Americus,Sumter,,"09-23-1991	","-	","10-21-1991	","-	",Ordinance,"12.155	","	",,9/23/1991,,10/21/1991,,12.155,
28,28,Americus,Sumter,,"09-23-1991	","-	","10-21-1991	","-	",Ordinance,"12.155	","	",,9/23/1991,,10/21/1991,,12.155,
29,29,Americus,Sumter,,"09-23-1991	","-	","10-21-1991	","-	",Ordinance,"-	","Brookwood Estates Sb	",,9/23/1991,,10/21/1991,,,Brookwood Estates Sb
30,30,Smyrna,Cobb,,"09-17-1991	","-	","10-09-1991	","-	",Ordinance,"70	","	",,9/17/1991,,10/9/1991,,70,
31,31,Tifton,Tift,,"10-07-1991	","-	","10-17-1991	","91-26	",Ordinance,"-	","	",,10/7/1991,,10/17/1991,91-26,,
32,32,Tyrone,Fayette,,"10-16-1991	","-	","10-21-1991	","219	",Ordinance,"-	","	",,10/16/1991,,10/21/1991,219,,
33,33,Tifton,Tift,,"10-07-1991	","-	","10-17-1991	","91-27	",Ordinance,"-	","	",,10/7/1991,,10/17/1991,91-27,,
34,34,Ellijay,Gilmer,,"10-21-1991	","-	","10-30-1991	","-	",Ordinance,"-	","	",,10/21/1991,,10/30/1991,,,
35,35,Gainesville,Hall,,"09-17-1991	","-	","10-09-1991	","91-33	",Ordinance,"1.85	","	",,9/17/1991,,10/9/1991,91-33,1.85,
36,36,Gainesville,Hall,,"09-17-1991	","-	","10-09-1991	","91-36	",Ordinance,"28.1	","	",,9/17/1991,,10/9/1991,91-36,28.1,
37,37,Waynesboro,Burke,,"06-15-1987	","-	","10-31-1991	","87-3	",Ordinance,"-	","	",,6/15/1987,,10/31/1991,87-3,,
38,38,Waynesboro,Burke,,"06-06-1988	","-	","10-31-1991	","88-7	",Ordinance,"-	","	",,6/6/1988,,10/31/1991,88-7,,
39,39,Woodbury,Meriwether,,"12-11-1990	","-	","10-17-1991	","-	",Ordinance,"1.328	","	",,12/11/1990,,10/17/1991,,1.328,
40,40,Woodbury,Meriwether,,"12-11-1990	","-	","10-17-1991	","-	",Ordinance,"2.843	","	",,12/11/1990,,10/17/1991,,2.843,
41,41,Woodbury,Meriwether,,"01-08-1991	","-	","10-17-1991	","-	",Ordinance,"-	","	",,1/8/1991,,10/17/1991,,,
42,42,Woodbury,Meriwether,,"12-11-1990	","-	","10-17-1991	","-	",Ordinance,"1.328	","	",,12/11/1990,,10/17/1991,,1.328,
43,43,Woodbury,Meriwether,,"12-11-1990	","-	","10-17-1991	","-	",Ordinance,"17.89	","	",,12/11/1990,,10/17/1991,,17.89,
44,44,Woodbury,Meriwether,,"12-11-1990	","-	","10-17-1991	","-	",Ordinance,"1.328	","	",,12/11/1990,,10/17/1991,,1.328,
45,45,Dalton,Whitfield,,"01-31-1991	","-	","10-30-1991	","-	",Ordinance,"-	","Crestview Heights	",,1/31/1991,,10/30/1991,,,Crestview Heights
46,46,Dalton,Whitfield,,"01-31-1991	","-	","10-30-1991	","-	",Ordinance,"-	","	",,1/31/1991,,10/30/1991,,,
47,47,Dalton,Whitfield,,"03-18-1991	","-	","10-30-1991	","-	",Ordinance,"-	","	",,3/18/1991,,10/30/1991,,,
48,48,Dalton,Whitfield,,"03-04-1991	","-	","10-30-1991	","-	",Ordinance,"-	","	",,3/4/1991,,10/30/1991,,,
49,49,Dalton,Whitfield,,"04-15-1991	","-	","10-30-1991	","-	",Ordinance,"-	","	",,4/15/1991,,10/30/1991,,,
50,50,Smyrna,Cobb,,"01-06-1992	","-	","01-14-1992	","-	",Ordinance,"-	","	",,1/6/1992,,1/14/1992,,,
51,51,Tallapoosa,Haralson,,"11-11-1991	","-	","01-14-1992	","-	",Ordinance,"18.35	","	",,11/11/1991,,1/14/1992,,18.35,
52,52,Newnan,Coweta,,"08-19-1991	","-	","01-14-1992	","-	",Ordinance,"-	","	",,8/19/1991,,1/14/1992,,,
53,53,Baxley,Appling,,"01-14-1992	","-	","01-23-1992	","92-001	",Ordinance,"-	","	",,1/14/1992,,1/23/1992,92-001,,
54,54,Warner Robins,Houston,,"08-05-1991	","-	","01-17-1992	","41-91	",Ordinance,"3.33	","	",,8/5/1991,,1/17/1992,41-91,3.33,
55,55,Warner Robins,Houston,,"12-16-1991	","-	","01-17-1992	","59-91	",Ordinance,"2.14	","	",,12/16/1991,,1/17/1992,59-91,2.14,
56,56,Alamo,Wheeler,,"06-13-1991	","-	","07-18-1991	","-	",Ordinance,"101 1/4	","	",,6/13/1991,,7/18/1991,,101 1/4,
57,57,Aragon,Polk,,"01-21-1991	","-	","02-18-1991	","69	",Ordinance,"-	","	",,1/21/1991,,2/18/1991,69,,
58,58,Aragon,Polk,,"03-18-1991	","-	","04-14-1991	","70	",Ordinance,"-	","	",,3/18/1991,,4/14/1991,70,,
59,59,Aragon,Polk,,"04-15-1991	","-	","04-14-1991	","70	",Ordinance,"-	","	",,4/15/1991,,4/14/1991,70,,
60,60,Aragon,Polk,,"04-15-1991	","-	","04-14-1991	","72	",Ordinance,"-	","	",,4/15/1991,,4/14/1991,72,,
61,61,Baxley,Appling,,"04-23-1991	","-	","05-02-1991	","91-04	",Ordinance,"-	","	",,4/23/1991,,5/2/1991,91-04,,
62,62,Baxley,Appling,,"05-14-1991	","-	","05-22-1991	","91-05	",Ordinance,"-	","	",,5/14/1991,,5/22/1991,91-05,,
63,63,Baxley,Appling,,"09-24-1991	","-	","10-02-1991	","91-010	",Ordinance,"-	","	",,9/24/1991,,10/2/1991,91-010,,
64,64,Baxley,Appling,,"07-23-1991	","-	","08-01-1991	","91-06	",Ordinance,"-	","	",,7/23/1991,,8/1/1991,91-06,,
65,65,Barnesville,Lamar,,"09-09-1991	","-	","09-17-1991	","260	",Ordinance,"0.42	","	",,9/9/1991,,9/17/1991,260,0.42,
66,66,Barnesville,Lamar,,"08-19-1991	","-	","09-17-1991	","262	",Ordinance,"-	","	",,8/19/1991,,9/17/1991,262,,
67,67,Barnesville,Lamar,,"01-14-1991	","-	","06-26-1991	","257	",Ordinance,"-	","	",,1/14/1991,,6/26/1991,257,,
68,68,Barnesville,Lamar,,"03-04-1991	","-	","06-26-1991	","258	",Ordinance,"-	","	",,3/4/1991,,6/26/1991,258,,
69,69,Bainbridge,Decatur,,"07-02-1991	","-	","08-06-1991	","490	",Ordinance,"-	","	",,7/2/1991,,8/6/1991,490,,
70,70,Bainbridge,Decatur,,"07-16-1991	","-	","07-23-1991	","491	",Ordinance,"-	","Walden III	",,7/16/1991,,7/23/1991,491,,Walden III
71,71,Bainbridge,Decatur,,"08-20-1991	","-	","09-17-1991	","492	",Ordinance,"-	","Walden III	",,8/20/1991,,9/17/1991,492,,Walden III
72,72,Bogart,Oconee,,"01-07-1991	","-	","01-04-1991	","-	",Ordinance,"-	","	",,1/7/1991,,1/4/1991,,,
73,73,Bremen,Haralson,,"04-08-1991	","-	","04-29-1991	","-	",Ordinance,"-	","	",,4/8/1991,,4/29/1991,,,
74,74,Bremen,Haralson,,"05-13-1991	","-	","05-22-1991	","-	",Ordinance,"-	","Burent Hickory Estas	",,5/13/1991,,5/22/1991,,,Burent Hickory Estas
75,75,Cairo,Grady,,"01-07-1991	","-	","03-21-1991	","388	",Ordinance,"-	","	",,1/7/1991,,3/21/1991,388,,
76,76,Calhoun,Gordon,,"05-13-1991	","-	","07-25-1991	","462	",Ordinance,"-	","	",,5/13/1991,,7/25/1991,462,,
77,77,Calhoun,Gordon,,"07-08-1991	","-	","07-25-1991	","463	",Ordinance,"-	","	",,7/8/1991,,7/25/1991,463,,
78,78,Calhoun,Gordon,,"07-08-1991	","-	","07-25-1991	","464	",Ordinance,"-	","	",,7/8/1991,,7/25/1991,464,,
79,79,Calhoun,Gordon,,"07-08-1991	","-	","07-25-1991	","465	",Ordinance,"-	","	",,7/8/1991,,7/25/1991,465,,
80,80,Cartersville,Bartow,,"06-13-1991	","-	","06-25-1991	","18-91	",Ordinance,"0.156	","	",,6/13/1991,,6/25/1991,18-91,0.156,
81,81,Cartersville,Bartow,,"07-11-1991	","-	","07-23-1991	","22-91	",Ordinance,"1.994	","	",,7/11/1991,,7/23/1991,22-91,1.994,
82,82,Cartersville,Bartow,,"07-11-1991	","-	","07-23-1991	","23-91	",Ordinance,"0.968	","	",,7/11/1991,,7/23/1991,23-91,0.968,
83,83,Cartersville,Bartow,,"07-11-1991	","-	","07-23-1991	","24-91	",Ordinance,"0.53	","	",,7/11/1991,,7/23/1991,24-91,0.53,
84,84,Cartersville,Bartow,,"07-11-1991	","-	","07-23-1991	","25-91	",Ordinance,"0.582	","	",,7/11/1991,,7/23/1991,25-91,0.582,
85,85,Cartersville,Bartow,,"08-08-1991	","-	","08-26-1991	","29-91	",Ordinance,"2.55	","	",,8/8/1991,,8/26/1991,29-91,2.55,
86,86,Cartersville,Bartow,,"08-08-1991	","-	","08-26-1991	","30-91	",Ordinance,"3.739	","1	",,8/8/1991,,8/26/1991,30-91,3.739,1
87,87,Cartersville,Bartow,,"08-08-1991	","-	","08-26-1991	","31-91	",Ordinance,"-	","	",,8/8/1991,,8/26/1991,31-91,,
88,88,Cartersville,Bartow,,"09-19-1991	","-	","09-26-1991	","38-91	",Ordinance,"0.671	","	",,9/19/1991,,9/26/1991,38-91,0.671,
89,89,Cartersville,Bartow,,"09-19-1991	","-	","09-26-1991	","39-91	",Ordinance,"0.671	","	",,9/19/1991,,9/26/1991,39-91,0.671,
90,90,Cartersville,Bartow,,"09-19-1991	","-	","09-26-1991	","40-91	",Ordinance,"1.956	","	",,9/19/1991,,9/26/1991,40-91,1.956,
91,91,Calhoun,Gordon,,"03-25-1991	","-	","04-10-1991	","459	",Ordinance,"-	","	",,3/25/1991,,4/10/1991,459,,
92,92,Calhoun,Gordon,,"03-25-1991	","-	","04-10-1991	","460	",Ordinance,"-	","	",,3/25/1991,,4/10/1991,460,,
93,93,Calhoun,Gordon,,"03-11-1991	","-	","04-10-1991	","461	",Ordinance,"-	","	",,3/11/1991,,4/10/1991,461,,
94,94,Chickamauga,Walker,,"03-04-1991	","-	","03-18-1991	","-	",Ordinance,"5.79	","	",,3/4/1991,,3/18/1991,,5.79,
95,95,Chatsworth,Murray,,"09-09-1991	","-	","09-24-1991	","-	",Ordinance,"3.97	","	",,9/9/1991,,9/24/1991,,3.97,
96,96,Cartersville,Bartow,,"12-11-1991	","-	","01-15-1992	","43-91	",Ordinance,"0.481	","	",,12/11/1991,,1/15/1992,43-91,0.481,
97,97,Cornelia,Habersham,,"12-20-1991	","-	","01-24-1992	","259-59	",Ordinance,"168.66	","	",,12/20/1991,,1/24/1992,259-59,168.66,
98,98,Kennesaw,Cobb,,"02-04-1991	","-	","01-23-1992	","-	",Ordinance,"66.5453	","	",,2/4/1991,,1/23/1992,,66.5453,
99,99,Kennesaw,Cobb,,"03-04-1991	","-	","01-23-1992	","-	",Ordinance,"0.6454	","	",,3/4/1991,,1/23/1992,,0.6454,
100,100,Ringgold,Catoosa,,"02-11-1991	","-	","01-16-1992	","-	",Ordinance,"-	","	",,2/11/1991,,1/16/1992,,,
101,101,Ringgold,Catoosa,,"06-08-1987	","-	","01-16-1992	","-	",Ordinance,"-	","	",,6/8/1987,,1/16/1992,,,
102,102,Ringgold,Catoosa,,"12-09-1985	","-	","01-16-1992	","-	",Ordinance,"15.67	","	",,12/9/1985,,1/16/1992,,15.67,
103,103,Ringgold,Catoosa,,"03-26-1990	","-	","01-16-1992	","-	",Ordinance,"13.83	","	",,3/26/1990,,1/16/1992,,13.83,
104,104,Ringgold,Catoosa,,"01-14-1980	","-	","01-16-1992	","-	",Ordinance,"32.54	","	",,1/14/1980,,1/16/1992,,32.54,
105,105,Ringgold,Catoosa,,"12-10-1990	","-	","01-16-1992	","-	",Ordinance,"-	","	",,12/10/1990,,1/16/1992,,,
106,106,Athens,Clarke,,"03-06-1990	","-	","03-15-1990	","-	",Ordinance,"-	","Country Estates	",,3/6/1990,,3/15/1990,,,Country Estates
107,107,Athens,Clarke,,"04-03-1990	","-	","04-16-1990	","-	",Ordinance,"-	","	",,4/3/1990,,4/16/1990,,,
108,108,Athens,Clarke,,"08-07-1990	","-	","10-26-1990	","-	",Ordinance,"1.833	","	",,8/7/1990,,10/26/1990,,1.833,
109,109,Athens,Clarke,,"03-06-1990	","-	","03-15-1990	","-	",Ordinance,"-	","	",,3/6/1990,,3/15/1990,,,
110,110,Aragon,Polk,,"11-19-1990	","-	","03-08-1990	","68	",Ordinance,"0.288	","	",,11/19/1990,,3/8/1990,68,0.288,
111,111,Americus,Sumter,,"09-24-1990	","-	","11-21-1990	","-	",Ordinance,"25.06	","	",,9/24/1990,,11/21/1990,,25.06,
112,112,Americus,Sumter,,"12-26-1990	","-	","01-11-1990	","-	",Ordinance,"0.64	","	",,12/26/1990,,1/11/1990,,0.64,
113,113,Americus,Sumter,,"12-26-1990	","-	","01-10-1991	","-	",Ordinance,"0.94	","	",,12/26/1990,,1/10/1991,,0.94,
114,114,Americus,Sumter,,"04-23-1990	","-	","05-14-1990	","-	",Ordinance,"4.048	","	",,4/23/1990,,5/14/1990,,4.048,
115,115,Americus,Sumter,,"12-18-1989	","-	","01-15-1990	","50010	",Ordinance,"-	","	",,12/18/1989,,1/15/1990,50010,,
116,116,Americus,Sumter,,"12-18-1989	","-	","01-15-1990	","49279	",Ordinance,"-	","	",,12/18/1989,,1/15/1990,49279,,
117,117,Americus,Sumter,,"12-18-1989	","-	","01-15-1990	","49644	",Ordinance,"-	","	",,12/18/1989,,1/15/1990,49644,,
118,118,Americus,Sumter,,"12-18-1989	","-	","01-15-1990	","48914	",Ordinance,"-	","	",,12/18/1989,,1/15/1990,48914,,
119,119,Americus,Sumter,,"12-18-1989	","-	","01-15-1990	","48549	",Ordinance,"-	","	",,12/18/1989,,1/15/1990,48549,,
120,120,Alpharetta,Fulton,,"09-24-1990	","-	","10-05-1990	","-	",Ordinance,"2.202	","	",,9/24/1990,,10/5/1990,,2.202,
121,121,Alpharetta,Fulton,,"07-23-1990	","-	","08-30-1990	","-	",Ordinance,"-	","	",,7/23/1990,,8/30/1990,,,
122,122,Alpharetta,Fulton,,"08-27-1990	","-	","08-30-1990	","-	",Ordinance,"-	","	",,8/27/1990,,8/30/1990,,,
123,123,Alpharetta,Fulton,,"04-23-1990	","-	","05-14-1990	","-	",Ordinance,"-	","	",,4/23/1990,,5/14/1990,,,
124,124,Adel,Cook,,"08-21-1989	","-	","01-11-1990	","89-2	",Ordinance,"-	","	",,8/21/1989,,1/11/1990,89-2,,
125,125,Hephzibah,Richmond,,"12-02-1991	","-	","01-10-1992	","-	",Ordinance,"229.4	","	",,12/2/1991,,1/10/1992,,229.4,
126,126,Tallapoosa,Haralson,,"09-11-1989	","-	","01-15-1992	","-	",Ordinance,"19.46	","	",,9/11/1989,,1/15/1992,,19.46,
127,127,Suwanee,Gwinnett,,"11-19-1991	","-	","01-08-1992	","-	",Ordinance,"6.85	","	",,11/19/1991,,1/8/1992,,6.85,
128,128,Helen,White,,"10-15-1991	","-	","01-07-1992	","91-10	",Ordinance,"46.22	","Original area annexed was 55.60 acres. Acreage was reduced to ì 46.22 by Superior Court Order of 7-26-1993.	",,10/15/1991,,1/7/1992,91-10,46.22,Original area annexed was 55.60 acres. Acreage was reduced to ì 46.22 by Superior Court Order of 7-26-1993.
129,129,Bainbridge,Decatur,,"12-17-1991	","-	","01-08-1992	","498	",Ordinance,"10.16	","	",,12/17/1991,,1/8/1992,498,10.16,
130,130,Cumming,Forsyth,,"11-19-1991	","-	","01-08-1992	","-	",Ordinance,"5.84	","	",,11/19/1991,,1/8/1992,,5.84,
131,131,Gainesville,Hall,,"10-01-1991	","-	","01-08-1992	","91-39	",Ordinance,"1.923	","	",,10/1/1991,,1/8/1992,91-39,1.923,
132,132,Gainesville,Hall,,"10-01-1991	","-	","01-08-1992	","91-41	",Ordinance,"2.216	","	",,10/1/1991,,1/8/1992,91-41,2.216,
133,133,Calhoun,Gordon,,"01-08-1991	","-	","01-14-1992	","461A	",Ordinance,"3.33	","	",,1/8/1991,,1/14/1992,461A,3.33,
134,134,Calhoun,Gordon,,"08-26-1991	","-	","01-14-1992	","467	",Ordinance,"0.477	","	",,8/26/1991,,1/14/1992,467,0.477,
135,135,Calhoun,Gordon,,"09-09-1991	","-	","01-14-1992	","468	",Ordinance,"-	","	",,9/9/1991,,1/14/1992,468,,
136,136,Calhoun,Gordon,,"09-09-1991	","-	","01-14-1992	","469	",Ordinance,"-	","	",,9/9/1991,,1/14/1992,469,,
137,137,Calhoun,Gordon,,"10-14-1991	","-	","01-14-1992	","470	",Ordinance,"-	","	",,10/14/1991,,1/14/1992,470,,
138,138,Calhoun,Gordon,,"12-06-1991	","-	","01-14-1992	","471	",Ordinance,"-	","	",,12/6/1991,,1/14/1992,471,,
139,139,Tunnel Hill,Whitfield,,"11-26-1991	","-	","01-08-1992	","-	",Ordinance,"-	","	",,11/26/1991,,1/8/1992,,,
140,140,Toccoa,Stephens,,"09-23-1991	","-	","01-08-1992	","91-018	",Ordinance,"-	","	",,9/23/1991,,1/8/1992,91-018,,
141,141,Toccoa,Stephens,,"10-28-1991	","-	","01-08-1992	","91-019	",Ordinance,"-	","	",,10/28/1991,,1/8/1992,91-019,,
142,142,Toccoa,Stephens,,"10-28-1991	","-	","01-08-1992	","91-020	",Ordinance,"-	","	",,10/28/1991,,1/8/1992,91-020,,
143,143,Toccoa,Stephens,,"10-28-1991	","-	","01-08-1992	","91-021	",Ordinance,"-	","	",,10/28/1991,,1/8/1992,91-021,,
144,144,Toccoa,Stephens,,"10-28-1991	","-	","01-08-1992	","91-022	",Ordinance,"-	","	",,10/28/1991,,1/8/1992,91-022,,
145,145,Toccoa,Stephens,,"11-25-1991	","-	","01-08-1992	","91-023	",Ordinance,"-	","	",,11/25/1991,,1/8/1992,91-023,,
146,146,Toccoa,Stephens,,"11-25-1991	","-	","01-08-1992	","91-024	",Ordinance,"-	","	",,11/25/1991,,1/8/1992,91-024,,
147,147,Toccoa,Stephens,,"11-25-1991	","-	","01-08-1992	","91-025	",Ordinance,"-	","	",,11/25/1991,,1/8/1992,91-025,,
148,148,Toccoa,Stephens,,"11-25-1991	","-	","01-08-1992	","91-026	",Ordinance,"-	","	",,11/25/1991,,1/8/1992,91-026,,
149,149,Bainbridge,Decatur,,"11-05-1991	","-	","11-14-1991	","496	",Ordinance,"-	","	",,11/5/1991,,11/14/1991,496,,
150,150,Bainbridge,Decatur,,"12-03-1991	","-	","12-17-1991	","497	",Ordinance,"-	","	",,12/3/1991,,12/17/1991,497,,
151,151,Baxley,Appling,,"12-10-1991	","-	","12-20-1991	","91-013	",Ordinance,"-	","	",,12/10/1991,,12/20/1991,91-013,,
152,152,Bremen,Haralson,,"12-09-1991	","-	","12-19-1991	","-	",Ordinance,"-	","	",,12/9/1991,,12/19/1991,,,
153,153,Unadilla,Dooly,,"09-11-1990	","-	","12-20-1991	","-	",Ordinance,"-	","	",,9/11/1990,,12/20/1991,,,
154,154,Valdosta,Lowndes,,"07-11-1991	","-	","01-31-1992	","91-27	",Ordinance,"-	","	",,7/11/1991,,1/31/1992,91-27,,
155,155,Valdosta,Lowndes,,"04-11-1991	","-	","12-09-1991	","91-09	",Ordinance,"-	","	",,4/11/1991,,12/9/1991,91-09,,
156,156,Valdosta,Lowndes,,"04-11-1991	","-	","12-09-1991	","91-11	",Ordinance,"-	","	",,4/11/1991,,12/9/1991,91-11,,
157,157,Valdosta,Lowndes,,"04-11-1991	","-	","12-09-1991	","91-12	",Ordinance,"-	","	",,4/11/1991,,12/9/1991,91-12,,
158,158,Valdosta,Lowndes,,"05-09-1991	","-	","12-09-1991	","91-14	",Ordinance,"-	","	",,5/9/1991,,12/9/1991,91-14,,
159,159,Valdosta,Lowndes,,"06-06-1991	","-	","12-09-1991	","91-18	",Ordinance,"-	","	",,6/6/1991,,12/9/1991,91-18,,
160,160,Valdosta,Lowndes,,"06-06-1991	","-	","12-09-1991	","91-20	",Ordinance,"-	","	",,6/6/1991,,12/9/1991,91-20,,
161,161,Valdosta,Lowndes,,"06-06-1991	","-	","12-09-1991	","91-21	",Ordinance,"-	","	",,6/6/1991,,12/9/1991,91-21,,
162,162,Valdosta,Lowndes,,"07-11-1991	","-	","12-09-1991	","91-27	",Ordinance,"-	","	",,7/11/1991,,12/9/1991,91-27,,
163,163,Valdosta,Lowndes,,"07-11-1991	","-	","12-09-1991	","91-29	",Ordinance,"-	","	",,7/11/1991,,12/9/1991,91-29,,
164,164,Valdosta,Lowndes,,"09-05-1991	","-	","12-09-1991	","91-36	",Ordinance,"-	","	",,9/5/1991,,12/9/1991,91-36,,
165,165,Valdosta,Lowndes,,"10-03-1991	","-	","12-09-1991	","91-40	",Ordinance,"-	","	",,10/3/1991,,12/9/1991,91-40,,
166,166,Valdosta,Lowndes,,"12-05-1991	","-	","12-09-1991	","91-41	",Ordinance,"-	","	",,12/5/1991,,12/9/1991,91-41,,
167,167,Winder,Barrow,,"10-08-1991	","-	","12-18-1991	","-	",Ordinance,"-	","	",,10/8/1991,,12/18/1991,,,
168,168,Winder,Barrow,,"10-08-1991	","-	","12-18-1991	","-	",Ordinance,"-	","	",,10/8/1991,,12/18/1991,,,
169,169,Winder,Barrow,,"11-05-1991	","-	","12-18-1991	","-	",Ordinance,"-	","	",,11/5/1991,,12/18/1991,,,
170,170,Cartersville,Bartow,,"01-09-1992	","-	","01-30-1992	","46-91	",Ordinance,"0.291	","	",,1/9/1992,,1/30/1992,46-91,0.291,
171,171,Fairburn,Fulton,,"12-23-1991	","-	","01-30-1992	","91-13	",Ordinance,"1.171	","	",,12/23/1991,,1/30/1992,91-13,1.171,
172,172,Chickamauga,Walker,,"09-03-1991	","-	","01-30-1992	","-	",Ordinance,"2.69	","	",,9/3/1991,,1/30/1992,,2.69,
173,173,Gainesville,Hall,,"01-21-1992	","-	","01-30-1992	","92-01	",Ordinance,"31.228	","	",,1/21/1992,,1/30/1992,92-01,31.228,
174,174,Fairburn,Fulton,,"03-11-1991	","-	","01-30-1992	","91-01	",Ordinance,"46.5	","	",,3/11/1991,,1/30/1992,91-01,46.5,
175,175,Auburn,Gwinnett,,"01-04-1990	","-	","01-15-1990	","115	",Ordinance,"1.3	","	",,1/4/1990,,1/15/1990,115,1.3,
176,176,Auburn,Barrow,,"01-04-1990	","-	","01-15-1990	","117	",Ordinance,"46.9	","	",,1/4/1990,,1/15/1990,117,46.9,
177,177,Auburn,Gwinnett,,"02-01-1990	","-	","02-07-1990	","119	",Ordinance,"29.65	","	",,2/1/1990,,2/7/1990,119,29.65,
178,178,Auburn,Barrow,,"02-01-1990	","-	","02-07-1990	","118	",Ordinance,"56.56	","	",,2/1/1990,,2/7/1990,118,56.56,
179,179,Auburn,Barrow,,"04-06-1990	","-	","04-06-1990	","121	",Ordinance,"0.91	","	",,4/6/1990,,4/6/1990,121,0.91,
180,180,Auburn,Barrow,,"05-02-1990	","-	","05-01-1990	","122	",Ordinance,"92.59	","	",,5/2/1990,,5/1/1990,122,92.59,
181,181,Auburn,Barrow,,"06-07-1990	","-	","06-18-1990	","124	",Ordinance,"0.67	","	",,6/7/1990,,6/18/1990,124,0.67,
182,182,Auburn,Barrow,,"06-07-1990	","-	","06-18-1990	","125	",Ordinance,"1.78	","	",,6/7/1990,,6/18/1990,125,1.78,
