AnnexID,Date Order,City,County,Annexation Type,Ordinance Date,Effective Date,Report Date,Authorization Number,Authorization Type,Acreage,Comments,Attachments,OrdDate,EffDate,RepDate,AuthNumber,Acr,Com
9390,9392,Milledgeville,Baldwin,,"07-05-1977	","-	","06-19-1978	","-	",Ordinance,"0.5	","	",,7/5/1977,,6/19/1978,,0.5,
9391,9393,Milledgeville,Baldwin,,"07-05-1977	","-	","06-19-1978	","-	",Ordinance,"0.77	","	",,7/5/1977,,6/19/1978,,0.77,
9392,9394,Milledgeville,Baldwin,,"08-09-1977	","-	","06-19-1978	","-	",Ordinance,"1.07	","	",,8/9/1977,,6/19/1978,,1.07,
9393,9395,Milledgeville,Baldwin,,"05-08-1979	","-	","11-20-1980	","-	",Ordinance,"-	","	",,5/8/1979,,11/20/1980,,,
9394,9396,Milledgeville,Baldwin,,"02-12-1980	","-	","10-02-1981	","-	",Ordinance,"-	","	",,2/12/1980,,10/2/1981,,,
9395,9397,Milledgeville,Baldwin,,"07-15-1980	","-	","08-20-1980	","-	",Ordinance,"-	","	",,7/15/1980,,8/20/1980,,,
9396,9398,Milledgeville,Baldwin,,"07-15-1980	","-	","08-20-1980	","-	",Ordinance,"12.5	","	",,7/15/1980,,8/20/1980,,12.5,
9397,9399,Milledgeville,Baldwin,,"07-15-1980	","-	","08-20-1980	","-	",Ordinance,"-	","	",,7/15/1980,,8/20/1980,,,
9398,9400,Milledgeville,Baldwin,,"08-12-1980	","-	","08-20-1980	","-	",Ordinance,"-	","	",,8/12/1980,,8/20/1980,,,
9399,9401,Milledgeville,Baldwin,,"08-12-1980	","-	","08-20-1980	","-	",Ordinance,"2.103	","	",,8/12/1980,,8/20/1980,,2.103,
9400,9402,Milledgeville,Baldwin,,"08-26-1980	","-	","09-11-1980	","-	",Ordinance,"0.42	","	",,8/26/1980,,9/11/1980,,0.42,
9401,9403,Milledgeville,Baldwin,,"09-28-1982	","-	","09-30-1982	","-	",Ordinance,"1.1	","	",,9/28/1982,,9/30/1982,,1.1,
9402,9404,Milledgeville,Baldwin,,"12-14-1982	","-	","01-10-1983	","-	",Ordinance,"60.7	","	",,12/14/1982,,1/10/1983,,60.7,
9403,9405,Milledgeville,Baldwin,,"05-10-1983	","-	","07-06-1983	","-	",Ordinance,"-	","	",,5/10/1983,,7/6/1983,,,
9404,9406,Milledgeville,Baldwin,,"08-23-1983	","-	","08-26-1983	","-	",Ordinance,"6.64	","	",,8/23/1983,,8/26/1983,,6.64,
9405,9407,Milledgeville,Baldwin,,"01-30-1984	","-	","02-08-1984	","-	",Ordinance,"9.25	","	",,1/30/1984,,2/8/1984,,9.25,
9406,9408,Milledgeville,Baldwin,,"09-27-1983	","-	","10-12-1983	","-	",Ordinance,"14.36	","	",,9/27/1983,,10/12/1983,,14.36,
9407,9409,Milledgeville,Baldwin,,"03-13-1984	","-	","04-04-1984	","-	",Ordinance,"0.67	","	",,3/13/1984,,4/4/1984,,0.67,
9408,9410,Milledgeville,Baldwin,,"03-19-1985	","-	","04-04-1985	","-	",Ordinance,"-	","	",,3/19/1985,,4/4/1985,,,
9409,9411,Milledgeville,Baldwin,,"07-23-1985	","-	","07-29-1985	","-	",Ordinance,"0.553+	","	",,7/23/1985,,7/29/1985,,0.553+,
9410,9412,Milledgeville,Baldwin,,"08-27-1985	","-	","09-03-1985	","-	",Ordinance,"3.5	","	",,8/27/1985,,9/3/1985,,3.5,
9411,9413,Milledgeville,Baldwin,,"10-08-1985	","-	","10-23-1985	","-	",Ordinance,"0.722	","	",,10/8/1985,,10/23/1985,,0.722,
9412,9414,Milledgeville,Baldwin,,"11-12-1985	","-	","12-02-1985	","-	",Ordinance,"0.625	","	",,11/12/1985,,12/2/1985,,0.625,
9413,9415,Milledgeville,Baldwin,,"12-10-1985	","-	","12-20-1985	","-	",Ordinance,"142.09	","	",,12/10/1985,,12/20/1985,,142.09,
9414,9416,Milledgeville,Baldwin,,"02-25-1986	","-	","03-07-1986	","-	",Ordinance,"3.27	","	",,2/25/1986,,3/7/1986,,3.27,
9415,9417,Millen,Jenkins,,"06-03-1975	","-	","06-09-1975	","-	",Ordinance,"43.24	","	",,6/3/1975,,6/9/1975,,43.24,
9416,9418,Monroe,Walton,,"03-04-1969	","-	","03-12-1969	","-	",Ordinance,"-	","	",,3/4/1969,,3/12/1969,,,
9417,9419,Monroe,Walton,,"08-04-1970	","-	","10-22-1970	","-	",Ordinance,"-	","	",,8/4/1970,,10/22/1970,,,
9418,9420,Monroe,Walton,,"04-04-1972	","-	","04-17-1972	","-	",Ordinance,"-	","	",,4/4/1972,,4/17/1972,,,
9419,9421,Monroe,Walton,,"04-03-1984	","-	","12-20-1984	","-	",Ordinance,"15.8686	","	",,4/3/1984,,12/20/1984,,15.8686,
9420,9422,Monroe,Walton,,"01-08-1985	","-	","10-30-1985	","-	",Ordinance,"-	","	",,1/8/1985,,10/30/1985,,,
9421,9423,Montezuma,Macon,,"04-26-1983	","-	","05-13-1983	","172	",Ordinance,"-	","	",,4/26/1983,,5/13/1983,172,,
9422,9424,Monticello,Jasper,,"12-06-1965	","-	","12-14-1965	","-	",Ordinance,"-	","	",,12/6/1965,,12/14/1965,,,
9423,9425,Moreland,Coweta,,"06-27-1978	","-	","08-21-1978	","-	",Ordinance,"-	","	",,6/27/1978,,8/21/1978,,,
9424,9426,Morrow,Clayton,,"11-19-1969	","-	","11-25-1969	","-	",Ordinance,"-	","	",,11/19/1969,,11/25/1969,,,
9425,9427,Morrow,Clayton,,"12-19-1967	","-	","12-31-1969	","-	",Ordinance,"-	","	",,12/19/1967,,12/31/1969,,,
9426,9428,Morrow,Clayton,,"01-09-1967	","-	","01-14-1970	","-	",Ordinance,"-	","	",,1/9/1967,,1/14/1970,,,
9427,9429,Morrow,Clayton,,"12-19-1967	","-	","01-14-1970	","-	",Ordinance,"-	","	",,12/19/1967,,1/14/1970,,,
9428,9430,Morrow,Clayton,,"09-15-1970	","-	","12-03-1970	","-	",Ordinance,"-	","	",,9/15/1970,,12/3/1970,,,
9429,9431,Morrow,Clayton,,"07-18-1972	","-	","08-23-1972	","-	",Ordinance,"-	","	",,7/18/1972,,8/23/1972,,,
9430,9432,Morrow,Clayton,,"05-24-1973	","-	","06-21-1973	","-	",Ordinance,"-	","	",,5/24/1973,,6/21/1973,,,
9431,9433,Morrow,Clayton,,"10-11-1973	","-	","12-20-1973	","73-18	",Ordinance,"-	","	",,10/11/1973,,12/20/1973,73-18,,
9432,9434,Morrow,Clayton,,"03-21-1974	","-	","05-08-1974	","74-1	",Ordinance,"-	","	",,3/21/1974,,5/8/1974,74-1,,
9433,9435,Morrow,Clayton,,"10-12-1976	","-	","10-25-1976	","-	",Ordinance,"-	","	",,10/12/1976,,10/25/1976,,,
9434,9436,Morrow,Clayton,,"02-14-1981	","-	","02-20-1981	","-	",Ordinance,"-	","	",,2/14/1981,,2/20/1981,,,
9435,9437,Morrow,Clayton,,"09-08-1981	","-	","09-16-1981	","81018	",Ordinance,"-	","	",,9/8/1981,,9/16/1981,81018,,
9436,9438,Morrow,Clayton,,"09-08-1981	","-	","09-16-1981	","81-19	",Ordinance,"-	","	",,9/8/1981,,9/16/1981,81-19,,
9437,9439,Morrow,Clayton,,"04-13-1982	","-	","04-16-1982	","-	",Ordinance,"-	","	",,4/13/1982,,4/16/1982,,,
9438,9440,Morrow,Clayton,,"09-13-1983	","-	","09-21-1983	","-	",Ordinance,"-	","	",,9/13/1983,,9/21/1983,,,
9439,9441,Moultrie,Colquitt,,"06-15-1971	","-	","08-04-1971	","-	",Ordinance,"21.5	","	",,6/15/1971,,8/4/1971,,21.5,
9440,9442,Moultrie,Colquitt,,"08-24-1971	","-	","09-01-1971	","-	",Ordinance,"29.1	","	",,8/24/1971,,9/1/1971,,29.1,
9441,9443,Moultrie,Colquitt,,"11-21-1972	","-	","09-11-1974	","99	",Ordinance,"-	","	",,11/21/1972,,9/11/1974,99,,
9442,9444,Moultrie,Colquitt,,"01-05-1973	","-	","09-11-1974	","103	",Ordinance,"-	","	",,1/5/1973,,9/11/1974,103,,
9443,9445,Moultrie,Colquitt,,"03-20-1973	","-	","09-11-1974	","109	",Ordinance,"-	","	",,3/20/1973,,9/11/1974,109,,
9444,9446,Moultrie,Colquitt,,"03-20-1973	","-	","09-11-1974	","109A	",Ordinance,"-	","	",,3/20/1973,,9/11/1974,109A,,
9445,9447,Moultrie,Colquitt,,"03-20-1973	","-	","09-11-1974	","111	",Ordinance,"-	","	",,3/20/1973,,9/11/1974,111,,
9446,9448,Moultrie,Colquitt,,"03-20-1973	","-	","09-11-1974	","112	",Ordinance,"-	","	",,3/20/1973,,9/11/1974,112,,
9447,9449,Moultrie,Colquitt,,"05-21-1974	","-	","06-13-1974	","153	",Ordinance,"-	","	",,5/21/1974,,6/13/1974,153,,
9448,9450,Moultrie,Colquitt,,"04-04-1978	","-	","04-28-1978	","271	",Ordinance,"-	","	",,4/4/1978,,4/28/1978,271,,
9449,9451,Moultrie,Colquitt,,"06-06-1978	","-	","06-22-1978	","277	",Ordinance,"-	","	",,6/6/1978,,6/22/1978,277,,
9450,9452,Moultrie,Colquitt,,"10-16-1979	","-	","10-24-1979	","307	",Ordinance,"-	","	",,10/16/1979,,10/24/1979,307,,
9451,9453,Moultrie,Colquitt,,"11-06-1979	","-	","12-26-1979	","310	",Ordinance,"-	","	",,11/6/1979,,12/26/1979,310,,
9452,9454,Moultrie,Colquitt,,"04-21-1981	","-	","05-18-1981	","345	",Ordinance,"-	","	",,4/21/1981,,5/18/1981,345,,
9453,9455,Moultrie,Colquitt,,"01-18-1983	","-	","02-23-1983	","389	",Ordinance,"-	","	",,1/18/1983,,2/23/1983,389,,
9454,9456,Moultrie,Colquitt,,"12-06-1983	","-	","12-28-1983	","415	",Ordinance,"7.3	","	",,12/6/1983,,12/28/1983,415,7.3,
9455,9457,Moultrie,Colquitt,,"02-19-1985	","-	","02-26-1985	","452	",Ordinance,"-	","	",,2/19/1985,,2/26/1985,452,,
9456,9458,Moultrie,Colquitt,,"03-05-1985	","-	","03-18-1985	","454	",Ordinance,"-	","	",,3/5/1985,,3/18/1985,454,,
9457,9459,Moultrie,Colquitt,,"11-19-1985	","-	","11-26-1985	","477	",Ordinance,"-	","	",,11/19/1985,,11/26/1985,477,,
9458,9460,Moultrie,Colquitt,,"01-21-1986	","-	","02-03-1986	","482	",Ordinance,"-	","	",,1/21/1986,,2/3/1986,482,,
9459,9461,Moultrie,Colquitt,,"10-07-1986	","-	","10-23-1986	","498	",Ordinance,"-	","	",,10/7/1986,,10/23/1986,498,,
9460,9462,Moultrie,Colquitt,,"10-07-1986	","-	","10-23-1986	","499	",Ordinance,"-	","	",,10/7/1986,,10/23/1986,499,,
9461,9463,Carrollton,Carroll,,"06-10-1985	","-	","11-10-1986	","-	",Ordinance,"-	","	",,6/10/1985,,11/10/1986,,,
9462,9464,Carrollton,Carroll,,"10-21-1985	","-	","11-10-1986	","-	",Ordinance,"-	","	",,10/21/1985,,11/10/1986,,,
9463,9465,Mountain Park,Fulton,,"05-20-1985	","-	","05-29-1985	","-	",Ordinance,"-	","	",,5/20/1985,,5/29/1985,,,
9464,9466,Marietta,Cobb,,"02-28-1980	","-	","03-06-1980	","3663	",Ordinance,"-	","	",,2/28/1980,,3/6/1980,3663,,
9465,9467,Marietta,Cobb,,"02-13-1980	","-	","02-18-1980	","3658	",Ordinance,"-	","	",,2/13/1980,,2/18/1980,3658,,
9466,9468,Marietta,Cobb,,"02-13-1980	","-	","02-18-1980	","3659	",Ordinance,"-	","	",,2/13/1980,,2/18/1980,3659,,
9467,9469,Marietta,Cobb,,"03-12-1980	","-	","03-21-1980	","3664	",Ordinance,"-	","	",,3/12/1980,,3/21/1980,3664,,
9468,9470,Marietta,Cobb,,"03-12-1980	","-	","03-21-1980	","3665	",Ordinance,"-	","	",,3/12/1980,,3/21/1980,3665,,
9469,9471,Marietta,Cobb,,"04-09-1980	","-	","04-15-1980	","3670	",Ordinance,"-	","	",,4/9/1980,,4/15/1980,3670,,
9470,9472,Marietta,Cobb,,"06-11-1980	","-	","06-19-1980	","3686	",Ordinance,"-	","	",,6/11/1980,,6/19/1980,3686,,
9471,9473,Marietta,Cobb,,"06-11-1980	","-	","06-19-1980	","3687	",Ordinance,"-	","	",,6/11/1980,,6/19/1980,3687,,
9472,9474,Marietta,Cobb,,"07-09-1980	","-	","07-17-1980	","3691	",Ordinance,"-	","	",,7/9/1980,,7/17/1980,3691,,
9473,9475,Marietta,Cobb,,"07-09-1980	","-	","07-17-1980	","3692	",Ordinance,"-	","	",,7/9/1980,,7/17/1980,3692,,
9474,9476,Marietta,Cobb,,"07-09-1980	","-	","07-17-1980	","3693	",Ordinance,"-	","	",,7/9/1980,,7/17/1980,3693,,
9475,9477,Marietta,Cobb,,"08-13-1980	","-	","08-19-1980	","3701	",Ordinance,"-	","	",,8/13/1980,,8/19/1980,3701,,
9476,9478,Marietta,Cobb,,"08-13-1980	","-	","08-19-1980	","3702	",Ordinance,"-	","	",,8/13/1980,,8/19/1980,3702,,
9477,9479,Marietta,Cobb,,"08-13-1980	","-	","08-19-1980	","3703	",Ordinance,"-	","	",,8/13/1980,,8/19/1980,3703,,
9478,9480,Marietta,Cobb,,"08-13-1980	","-	","08-19-1980	","3704	",Ordinance,"-	","	",,8/13/1980,,8/19/1980,3704,,
9479,9481,Marietta,Cobb,,"08-13-1980	","-	","08-19-1980	","3705	",Ordinance,"-	","	",,8/13/1980,,8/19/1980,3705,,
9480,9482,Marietta,Cobb,,"09-10-1980	","-	","09-12-1980	","3711	",Ordinance,"-	","	",,9/10/1980,,9/12/1980,3711,,
9481,9483,Marietta,Cobb,,"09-10-1980	","-	","09-12-1980	","3712	",Ordinance,"-	","	",,9/10/1980,,9/12/1980,3712,,
9482,9484,Marietta,Cobb,,"10-08-1980	","-	","10-14-1980	","3717	",Ordinance,"-	","	",,10/8/1980,,10/14/1980,3717,,
9483,9485,Marietta,Cobb,,"10-08-1980	","-	","10-14-1980	","3718	",Ordinance,"9.63	","	",,10/8/1980,,10/14/1980,3718,9.63,
9484,9486,Marietta,Cobb,,"10-08-1980	","-	","10-14-1980	","3719	",Ordinance,"-	","	",,10/8/1980,,10/14/1980,3719,,
9485,9487,Marietta,Cobb,,"10-08-1980	","-	","10-14-1980	","3720	",Ordinance,"-	","	",,10/8/1980,,10/14/1980,3720,,
9486,9488,Marietta,Cobb,,"10-08-1980	","-	","10-14-1980	","3721	",Ordinance,"-	","	",,10/8/1980,,10/14/1980,3721,,
9487,9489,Marietta,Cobb,,"11-12-1980	","-	","11-14-1980	","3725	",Ordinance,"-	","	",,11/12/1980,,11/14/1980,3725,,
9488,9490,Marietta,Cobb,,"12-10-1980	","-	","12-15-1980	","3732	",Ordinance,"-	","	",,12/10/1980,,12/15/1980,3732,,
9489,9491,Marietta,Cobb,,"12-10-1980	","-	","12-15-1980	","3733	",Ordinance,"-	","	",,12/10/1980,,12/15/1980,3733,,
9490,9492,Marietta,Cobb,,"12-10-1980	","-	","12-15-1980	","3734	",Ordinance,"-	","	",,12/10/1980,,12/15/1980,3734,,
9491,9493,Marietta,Cobb,,"12-10-1980	","-	","12-15-1980	","3735	",Ordinance,"-	","	",,12/10/1980,,12/15/1980,3735,,
9492,9494,Marietta,Cobb,,"08-10-1977	","-	","08-30-1977	","3316	",Ordinance,"-	","	",,8/10/1977,,8/30/1977,3316,,
9493,9495,Marietta,Cobb,,"08-10-1977	","-	","08-30-1977	","3317	",Ordinance,"-	","	",,8/10/1977,,8/30/1977,3317,,
9494,9496,Marietta,Cobb,,"01-14-1981	","-	","01-21-1981	","3742	",Ordinance,"-	","	",,1/14/1981,,1/21/1981,3742,,
9495,9497,Marietta,Cobb,,"01-14-1981	","-	","01-21-1981	","3743	",Ordinance,"-	","	",,1/14/1981,,1/21/1981,3743,,
9496,9498,Marietta,Cobb,,"02-11-1981	","-	","02-16-1981	","3748	",Ordinance,"-	","	",,2/11/1981,,2/16/1981,3748,,
9497,9499,Marietta,Cobb,,"03-11-1981	","-	","03-17-1981	","3755	",Ordinance,"-	","	",,3/11/1981,,3/17/1981,3755,,
9498,9500,Marietta,Cobb,,"03-11-1981	","-	","03-17-1981	","3756	",Ordinance,"-	","	",,3/11/1981,,3/17/1981,3756,,
9499,9501,Marietta,Cobb,,"05-13-1981	","-	","05-18-1981	","3769	",Ordinance,"-	","	",,5/13/1981,,5/18/1981,3769,,
9500,9502,Marietta,Cobb,,"05-13-1981	","-	","05-18-1981	","3770	",Ordinance,"-	","	",,5/13/1981,,5/18/1981,3770,,
9501,9503,Marietta,Cobb,,"05-13-1981	","-	","05-18-1981	","3771	",Ordinance,"-	","	",,5/13/1981,,5/18/1981,3771,,
9502,9504,Marietta,Cobb,,"06-10-1981	","-	","06-18-1981	","3780	",Ordinance,"-	","	",,6/10/1981,,6/18/1981,3780,,
9503,9505,Marietta,Cobb,,"06-10-1981	","-	","06-18-1981	","3781	",Ordinance,"-	","	",,6/10/1981,,6/18/1981,3781,,
9504,9506,Marietta,Cobb,,"08-19-1981	","-	","08-24-1981	","3790	",Ordinance,"-	","	",,8/19/1981,,8/24/1981,3790,,
9505,9507,Marietta,Cobb,,"08-19-1981	","-	","08-24-1981	","3791	",Ordinance,"-	","	",,8/19/1981,,8/24/1981,3791,,
9506,9508,Marietta,Cobb,,"08-19-1981	","-	","08-24-1981	","3792	",Ordinance,"-	","	",,8/19/1981,,8/24/1981,3792,,
9507,9509,Marietta,Cobb,,"08-19-1981	","-	","08-24-1981	","3793	",Ordinance,"-	","	",,8/19/1981,,8/24/1981,3793,,
9508,9510,Marietta,Cobb,,"08-19-1981	","-	","08-24-1981	","3794	",Ordinance,"-	","	",,8/19/1981,,8/24/1981,3794,,
9509,9511,Marietta,Cobb,,"08-19-1981	","-	","08-24-1981	","3795	",Ordinance,"-	","	",,8/19/1981,,8/24/1981,3795,,
9510,9512,Marietta,Cobb,,"11-11-1981	","-	","11-18-1981	","3817	",Ordinance,"-	","	",,11/11/1981,,11/18/1981,3817,,
9511,9513,Marietta,Cobb,,"11-11-1981	","-	","11-18-1981	","3818	",Ordinance,"-	","	",,11/11/1981,,11/18/1981,3818,,
9512,9514,Marietta,Cobb,,"12-09-1981	","-	","12-14-1981	","3819	",Ordinance,"-	","	",,12/9/1981,,12/14/1981,3819,,
9513,9515,Marietta,Cobb,,"12-09-1981	","-	","12-14-1981	","3820	",Ordinance,"-	","	",,12/9/1981,,12/14/1981,3820,,
9514,9516,Marietta,Cobb,,"12-09-1981	","-	","12-14-1981	","3821	",Ordinance,"-	","	",,12/9/1981,,12/14/1981,3821,,
9515,9517,Marietta,Cobb,,"12-09-1981	","-	","12-14-1981	","3822	",Ordinance,"-	","	",,12/9/1981,,12/14/1981,3822,,
9516,9518,Marietta,Cobb,,"12-31-1981	","-	","01-05-1982	","3827	",Ordinance,"-	","	",,12/31/1981,,1/5/1982,3827,,
9517,9519,Marietta,Cobb,,"12-13-1911	","-	","01-05-1982	","3828	",Ordinance,"-	","	",,12/13/1911,,1/5/1982,3828,,
9518,9520,Marietta,Cobb,,"12-31-1981	","-	","01-05-1982	","3829	",Ordinance,"-	","	",,12/31/1981,,1/5/1982,3829,,
9519,9521,Marietta,Cobb,,"01-20-1982	","-	","01-26-1982	","3831	",Ordinance,"-	","	",,1/20/1982,,1/26/1982,3831,,
9520,9522,Marietta,Cobb,,"02-10-1982	","-	","02-16-1982	","3832	",Ordinance,"-	","	",,2/10/1982,,2/16/1982,3832,,
9521,9523,Marietta,Cobb,,"02-10-1982	","-	","02-16-1982	","3836	",Ordinance,"-	","	",,2/10/1982,,2/16/1982,3836,,
9522,9524,Marietta,Cobb,,"02-10-1982	","-	","02-16-1982	","3837	",Ordinance,"-	","	",,2/10/1982,,2/16/1982,3837,,
9523,9525,Marietta,Cobb,,"03-10-1982	","-	","03-16-1982	","3844	",Ordinance,"-	","	",,3/10/1982,,3/16/1982,3844,,
9524,9526,Marietta,Cobb,,"03-10-1982	","-	","03-16-1982	","3845	",Ordinance,"-	","	",,3/10/1982,,3/16/1982,3845,,
9525,9527,Marietta,Cobb,,"03-10-1982	","-	","03-16-1982	","3846	",Ordinance,"-	","	",,3/10/1982,,3/16/1982,3846,,
9526,9528,Marietta,Cobb,,"04-14-1982	","-	","04-21-1982	","3851	",Ordinance,"-	","	",,4/14/1982,,4/21/1982,3851,,
9527,9529,Marietta,Cobb,,"04-14-1982	","-	","04-21-1982	","3852	",Ordinance,"-	","	",,4/14/1982,,4/21/1982,3852,,
9528,9530,Marietta,Cobb,,"04-14-1982	","-	","04-21-1982	","3853	",Ordinance,"-	","	",,4/14/1982,,4/21/1982,3853,,
9529,9531,Marietta,Cobb,,"05-12-1982	","-	","05-25-1982	","3863	",Ordinance,"-	","	",,5/12/1982,,5/25/1982,3863,,
9530,9532,Marietta,Cobb,,"06-09-1982	","-	","06-18-1982	","3868	",Ordinance,"-	","	",,6/9/1982,,6/18/1982,3868,,
9531,9533,Marietta,Cobb,,"08-11-1982	","-	","08-17-1982	","3883	",Ordinance,"-	","	",,8/11/1982,,8/17/1982,3883,,
9532,9534,Marietta,Cobb,,"09-08-1982	","-	","09-15-1982	","3891	",Ordinance,"-	","	",,9/8/1982,,9/15/1982,3891,,
9533,9535,Marietta,Cobb,,"09-08-1982	","-	","09-15-1982	","3892	",Ordinance,"-	","	",,9/8/1982,,9/15/1982,3892,,
9534,9536,Marietta,Cobb,,"09-08-1982	","-	","09-15-1982	","3893	",Ordinance,"-	","	",,9/8/1982,,9/15/1982,3893,,
9535,9537,Marietta,Cobb,,"09-08-1982	","-	","09-15-1982	","3894	",Ordinance,"-	","	",,9/8/1982,,9/15/1982,3894,,
9536,9538,Marietta,Cobb,,"09-08-1982	","-	","09-15-1982	","3895	",Ordinance,"-	","	",,9/8/1982,,9/15/1982,3895,,
9537,9539,Marietta,Cobb,,"09-08-1982	","-	","10-01-1982	","3892	",Ordinance,"-	","	",,9/8/1982,,10/1/1982,3892,,
9538,9540,Marietta,Cobb,,"10-13-1982	","-	","10-21-1982	","3905	",Ordinance,"-	","	",,10/13/1982,,10/21/1982,3905,,
9539,9541,Marietta,Cobb,,"10-20-1982	","-	","10-28-1982	","3906	",Ordinance,"-	","	",,10/20/1982,,10/28/1982,3906,,
9540,9542,Marietta,Cobb,,"10-20-1982	","-	","10-20-1982	","3907	",Ordinance,"-	","	",,10/20/1982,,10/20/1982,3907,,
9541,9543,Marietta,Cobb,,"11-10-1982	","-	","11-19-1982	","3908	",Ordinance,"-	","	",,11/10/1982,,11/19/1982,3908,,
9542,9544,Marietta,Cobb,,"11-10-1982	","-	","11-19-1982	","3909	",Ordinance,"-	","	",,11/10/1982,,11/19/1982,3909,,
9543,9545,Marietta,Cobb,,"11-10-1982	","-	","11-19-1982	","3910	",Ordinance,"-	","	",,11/10/1982,,11/19/1982,3910,,
9544,9546,Marietta,Cobb,,"11-10-1982	","-	","11-19-1982	","3911	",Ordinance,"-	","	",,11/10/1982,,11/19/1982,3911,,
9545,9547,Marietta,Cobb,,"11-10-1982	","-	","11-19-1982	","3912	",Ordinance,"-	","	",,11/10/1982,,11/19/1982,3912,,
9546,9548,Marietta,Cobb,,"12-08-1982	","-	","12-15-1982	","3915	",Ordinance,"-	","	",,12/8/1982,,12/15/1982,3915,,
9547,9549,Marietta,Cobb,,"12-08-1982	","-	","12-15-1982	","3916	",Ordinance,"-	","	",,12/8/1982,,12/15/1982,3916,,
9548,9550,Marietta,Cobb,,"12-29-1982	","-	","12-15-1982	","3922	",Ordinance,"-	","	",,12/29/1982,,12/15/1982,3922,,
9549,9551,Marietta,Cobb,,"12-29-1982	","-	","01-07-1983	","3923	",Ordinance,"-	","	",,12/29/1982,,1/7/1983,3923,,
9550,9552,Marietta,Cobb,,"12-29-1982	","-	","01-07-1983	","3924	",Ordinance,"-	","	",,12/29/1982,,1/7/1983,3924,,
9551,9553,Marietta,Cobb,,"12-29-1982	","-	","01-07-1983	","3925	",Ordinance,"-	","	",,12/29/1982,,1/7/1983,3925,,
9552,9554,Marietta,Cobb,,"12-29-1982	","-	","01-07-1983	","3926	",Ordinance,"40.37	","	",,12/29/1982,,1/7/1983,3926,40.37,
9553,9555,Marietta,Cobb,,"12-29-1982	","-	","01-07-1983	","3927	",Ordinance,"-	","	",,12/29/1982,,1/7/1983,3927,,
9554,9556,Marietta,Cobb,,"01-12-1983	","-	","01-18-1983	","3930	",Ordinance,"-	","	",,1/12/1983,,1/18/1983,3930,,
9555,9557,Marietta,Cobb,,"01-04-1983	","-	","02-04-1983	","3927	",Ordinance,"-	","	",,1/4/1983,,2/4/1983,3927,,
9556,9558,Marietta,Cobb,,"05-11-1983	","-	","05-17-1983	","3957	",Ordinance,"-	","	",,5/11/1983,,5/17/1983,3957,,
9557,9559,Marietta,Cobb,,"06-08-1983	","-	","06-16-1983	","3965	",Ordinance,"-	","	",,6/8/1983,,6/16/1983,3965,,
9558,9560,Marietta,Cobb,,"06-08-1983	","-	","06-16-1983	","3966	",Ordinance,"-	","	",,6/8/1983,,6/16/1983,3966,,
9559,9561,Marietta,Cobb,,"07-13-1983	","-	","07-30-1983	","3970	",Ordinance,"-	","	",,7/13/1983,,7/30/1983,3970,,
9560,9562,Marietta,Cobb,,"08-10-1983	","-	","08-18-1983	","3982	",Ordinance,"-	","	",,8/10/1983,,8/18/1983,3982,,
9561,9563,Marietta,Cobb,,"09-21-1983	","-	","09-28-1983	","3989	",Ordinance,"-	","	",,9/21/1983,,9/28/1983,3989,,
9562,9564,Marietta,Cobb,,"09-21-1983	","-	","09-28-1983	","3990	",Ordinance,"-	","	",,9/21/1983,,9/28/1983,3990,,
9563,9565,Marietta,Cobb,,"09-21-1983	","-	","09-28-1983	","3991	",Ordinance,"-	","	",,9/21/1983,,9/28/1983,3991,,
9564,9566,Marietta,Cobb,,"09-21-1983	","-	","09-28-1983	","3992	",Ordinance,"-	","	",,9/21/1983,,9/28/1983,3992,,
9565,9567,Marietta,Cobb,,"09-21-1983	","-	","09-28-1983	","3993	",Ordinance,"-	","	",,9/21/1983,,9/28/1983,3993,,
9566,9568,Marietta,Cobb,,"12-14-1983	","-	","12-22-1983	","4014	",Ordinance,"-	","	",,12/14/1983,,12/22/1983,4014,,
9567,9569,Marietta,Cobb,,"12-14-1983	","-	","12-22-1983	","4015	",Ordinance,"-	","	",,12/14/1983,,12/22/1983,4015,,
9568,9570,Marietta,Cobb,,"12-14-1983	","-	","12-22-1983	","4016	",Ordinance,"-	","	",,12/14/1983,,12/22/1983,4016,,
9569,9571,Marietta,Cobb,,"12-14-1983	","-	","12-22-1983	","4017	",Ordinance,"-	","	",,12/14/1983,,12/22/1983,4017,,
9570,9572,Marietta,Cobb,,"12-14-1983	","-	","12-22-1983	","4018	",Ordinance,"-	","	",,12/14/1983,,12/22/1983,4018,,
9571,9573,Marietta,Cobb,,"12-14-1983	","-	","12-22-1983	","4018	",Ordinance,"-	","	",,12/14/1983,,12/22/1983,4018,,
9572,9574,Marietta,Cobb,,"12-14-1983	","-	","12-22-1983	","4019	",Ordinance,"9.06	","	",,12/14/1983,,12/22/1983,4019,9.06,
9573,9575,Marietta,Cobb,,"02-08-1984	","-	","02-14-1984	","4023	",Ordinance,"2.07	","	",,2/8/1984,,2/14/1984,4023,2.07,
9574,9576,Marietta,Cobb,,"03-14-1984	","-	","03-23-1984	","4026	",Ordinance,"1.14	","	",,3/14/1984,,3/23/1984,4026,1.14,
9575,9577,Marietta,Cobb,,"04-11-1984	","-	","04-17-1984	","4031	",Ordinance,"4.05	","	",,4/11/1984,,4/17/1984,4031,4.05,
